area_type,availability,location,size,total_sqft,bath,balcony,price,ready_to_move,bedrooms
Super built-up  Area,18-May,phase 1 kammasandra,2 BHK,982.0,2,1,2500000.0,0,2
Built-up  Area,Ready To Move,nandi durga road,2 BHK,2015.0,4,0,32500000.0,1,2
Super built-up  Area,Ready To Move,thanisandra,3 BHK,1702.0,3,2,11500000.0,1,3
Super built-up  Area,Ready To Move,amruthahalli,2 BHK,1250.0,2,2,7900000.0,1,2
Super built-up  Area,Ready To Move,raja rajeshwari nagar,2 BHK,1240.0,2,2,4054000.0,1,2
Plot  Area,Ready To Move,sneha colony,2 BHK,1050.0,2,1,11000000.0,1,2
Super built-up  Area,19-Mar,yelahanka,2 BHK,1023.0,2,1,5259000.0,0,2
Super built-up  Area,Ready To Move,dairy circle,2 BHK,1541.0,2,1,18100000.0,1,2
Super built-up  Area,Ready To Move,siddapura,2 BHK,1275.0,2,1,10500000.0,1,2
Super built-up  Area,Ready To Move,jakkur,2 BHK,1260.0,2,0,7119499.999999999,1,2
Super built-up  Area,Ready To Move,sarjapur  road,3 BHK,1580.0,3,3,12500000.0,1,3
Super built-up  Area,Ready To Move,thanisandra,2 BHK,1343.0,2,2,7500000.0,1,2
Super built-up  Area,18-Jun,bommasandra,3 BHK,1365.0,3,1,5281000.0,0,3
Super built-up  Area,Ready To Move,kundalahalli,2 BHK,1047.0,2,1,7200000.0,1,2
Built-up  Area,Ready To Move,shampura,2 BHK,1187.0,2,2,4200000.0,1,2
Plot  Area,18-Feb,frazer town,1 BHK,560.0,1,0,9000000.0,0,1
Built-up  Area,Ready To Move,banashankari stage iii,3 BHK,1000.0,2,1,12000000.0,1,3
Super built-up  Area,Ready To Move,choodasandra,2 BHK,1075.0,2,2,4500000.0,1,2
Super built-up  Area,21-May,dairy circle,3 BHK,2048.0,3,2,20600000.0,0,3
Super built-up  Area,Ready To Move,raja rajeshwari nagar,2 BHK,1090.0,2,1,5700000.0,1,2
Super built-up  Area,Ready To Move,doddakammanahalli,3 BHK,1119.0,2,1,4850000.0,1,3
Super built-up  Area,Ready To Move,poornapragna housing society layout,3 BHK,1355.0,2,3,5825000.0,1,3
Super built-up  Area,Ready To Move,hennur road,3 BHK,1445.0,2,2,8669000.0,1,3
Super built-up  Area,19-Jan,malleshwaram,4 BHK,6500.0,4,3,140000000.0,0,4
Super built-up  Area,Ready To Move,yeshwanthpur,2 BHK,1165.0,2,2,6408000.0,1,2
Super built-up  Area,Ready To Move,hormavu,2 BHK,1081.5,2,0,3866500.0,1,2
Super built-up  Area,Ready To Move,kothanur,3 BHK,1787.0,3,2,10700000.0,1,3
Built-up  Area,18-Dec,electronic city,2 BHK,1020.0,2,1,2945000.0,0,2
Super built-up  Area,18-Jul,sarjapur  road,3 BHK,1797.0,4,1,9500000.0,0,3
Super built-up  Area,Ready To Move,whitefield,2 BHK,1205.0,2,2,5800000.0,1,2
Super built-up  Area,18-Dec,chennammana kere,2 BHK,1095.0,2,2,5585000.0,0,2
Built-up  Area,Ready To Move,yelahanka,3 BHK,1560.0,2,2,9800000.0,1,3
Super built-up  Area,Ready To Move,5th phase jp nagar,2 BHK,1200.0,2,1,6800000.0,1,2
Plot  Area,Ready To Move,rajaji nagar,2 BHK,1200.0,1,1,20000000.0,1,2
Super built-up  Area,Ready To Move,kanakpura road,3 BHK,1450.0,3,2,6500000.0,1,3
Super built-up  Area,18-Mar,whitefield,3 BHK,1496.0,2,1,71800000.0,0,3
Super built-up  Area,Ready To Move,thanisandra,3 BHK,1935.0,4,2,12200000.0,1,3
Super built-up  Area,Ready To Move,hosa road,2 BHK,1016.0,2,1,4500000.0,1,2
Super built-up  Area,19-Dec,jakkur,3 BHK,1816.0,3,1,11900000.0,0,3
Super built-up  Area,Ready To Move,7th phase jp nagar,3 BHK,1680.0,3,2,12500000.0,1,3
Super built-up  Area,19-Dec,hoodi,4 BHK,2065.5,4,0,9191500.0,0,4
Super built-up  Area,Ready To Move,kengeri,2 BHK,1220.0,2,2,6300000.0,1,2
Plot  Area,Ready To Move,hosur road,4 BHK,3000.0,4,2,16000000.0,1,4
Super built-up  Area,Ready To Move,7th phase jp nagar,2 BHK,980.0,2,1,8600000.0,1,2
Plot  Area,Ready To Move,nagarbhavi,4 BHK,1200.0,4,3,21000000.0,1,4
Super built-up  Area,Ready To Move,hormavu,2 BHK,1250.0,2,2,6000000.0,1,2
Super built-up  Area,Ready To Move,jakkur,2 BHK,1424.0,2,3,8000000.0,1,2
Built-up  Area,Ready To Move,hennur road,2 BHK,1297.0,2,1,4990000.0,1,2
Plot  Area,18-Dec,karuna nagar,3 BHK,1300.0,3,1,17000000.0,0,3
Super built-up  Area,Ready To Move,harlur,2 BHK,1290.0,2,1,8990000.0,1,2
Super built-up  Area,Ready To Move,koramangala,3 BHK,1720.0,2,1,13000000.0,1,3
Plot  Area,Ready To Move,deepanjali nagar,3 BHK,2320.0,2,0,16000000.0,1,3
Super built-up  Area,Ready To Move,nallurhalli,3 BHK,1237.0,3,2,7800000.0,1,3
Super built-up  Area,Ready To Move,whitefield,3 BHK,1720.0,3,3,9897000.0,1,3
Built-up  Area,Ready To Move,chikkalasandra,2 BHK,1224.0,2,2,4500000.0,1,2
Super built-up  Area,Ready To Move,yelahanka,3 BHK,1780.0,3,2,10700000.0,1,3
Plot  Area,Ready To Move,seegehalli,4 BHK,4700.0,5,3,80000000.0,1,4
Super built-up  Area,Ready To Move,electronics city phase 1,3 BHK,1800.0,3,2,9300000.0,1,3
Super built-up  Area,Ready To Move,budigere,2 BHK,1139.0,2,2,5650000.0,1,2
Plot  Area,18-May,pulkeshi nagar,1 BHK,588.0,1,0,8820000.0,0,1
Super built-up  Area,22-Dec,2nd phase judicial layout,2 BHK,700.0,2,1,3500000.0,0,2
Plot  Area,Ready To Move,kengeri,1 BHK,1150.0,1,0,5200000.0,1,1
Super built-up  Area,18-Aug,channasandra,3 BHK,1330.0,2,2,5183000.0,0,3
Super built-up  Area,18-Dec,old airport road,4 BHK,2732.0,4,3,19400000.0,0,4
Super built-up  Area,Ready To Move,kodigehaali,2 BHK,965.0,2,1,3800000.0,1,2
Super built-up  Area,Ready To Move,whitefield,3 BHK,1600.0,3,2,9500000.0,1,3
Super built-up  Area,Ready To Move,kudlu main road,2 BHK,1464.0,2,2,5600000.0,1,2
Super built-up  Area,Ready To Move,bisuvanahalli,3 BHK,1075.0,2,1,4500000.0,1,3
Plot  Area,Ready To Move,kengeri hobli,2 BHK,1840.0,1,0,9500000.0,1,2
Super built-up  Area,Ready To Move,gubbalala,3 BHK,1223.0,3,2,3914000.0,1,3
Super built-up  Area,18-Dec,ramamurthy nagar,2 BHK,1170.0,2,2,4400000.0,0,2
Super built-up  Area,18-Apr,old madras road,4 BHK,3630.0,6,1,20700000.0,0,4
Super built-up  Area,Ready To Move,bellandur,2 BHK,950.0,2,2,3500000.0,1,2
Super built-up  Area,Ready To Move,frazer town,3 BHK,5400.0,3,2,40000000.0,1,3
Super built-up  Area,Ready To Move,electronic city,2 BHK,865.0,2,1,4000000.0,1,2
Plot  Area,Ready To Move,kirloskar layout,4 BHK,2400.0,4,2,8900000.0,1,4
Built-up  Area,Ready To Move,lakshminarayana pura,2 BHK,1169.0,2,2,7500000.0,1,2
Plot  Area,Ready To Move,sarjapur bagalur road,4 BHK,10961.0,4,1,8000000.0,1,4
Super built-up  Area,Ready To Move,lingadheeranahalli,3 BHK,1683.0,3,1,11000000.0,1,3
Super built-up  Area,18-May,mico layout,3 BHK,1250.0,2,2,4400000.0,0,3
Super built-up  Area,Ready To Move,green glen layout,4 BHK,3150.0,4,3,21800000.0,1,4
Plot  Area,Ready To Move,b y raveshwara nagar,4 BHK,1200.0,2,1,14000000.0,1,4
Carpet  Area,18-Dec,bhoganhalli,3 BHK,1234.6,3,1,10400000.0,0,3
Super built-up  Area,21-Jun,vijayanagar,1 BHK,492.0,1,1,4000000.0,0,1
Built-up  Area,Ready To Move,banashankari,2 BHK,600.0,1,0,2700000.0,1,2
Super built-up  Area,Ready To Move,kalena agrahara,3 BHK,1902.0,3,2,8900000.0,1,3
Super built-up  Area,18-Nov,govindpura,3 BHK,1639.0,3,1,7789000.0,0,3
Super built-up  Area,Ready To Move,kasavanhalli,2 BHK,1214.0,2,3,6700000.0,1,2
Plot  Area,Ready To Move,basaveshwara nagar,5 BHK,2520.0,4,1,37800000.0,1,5
Super built-up  Area,18-Dec,harlur,2 BHK,1386.0,2,2,8500000.0,0,2
Super built-up  Area,Ready To Move,bannerghatta road,3 BHK,1535.0,3,3,6000000.0,1,3
Super built-up  Area,Ready To Move,7th phase jp nagar,3 BHK,1370.0,2,2,5479000.0,1,3
Built-up  Area,18-Mar,bannerghatta road,3 BHK,1655.0,3,3,9000000.0,0,3
Built-up  Area,Ready To Move,vidyaranyapura,2 BHK,1200.0,2,2,5200000.0,1,2
Super built-up  Area,Ready To Move,horamavu banaswadi,3 BHK,1610.0,3,3,6800000.0,1,3
Plot  Area,Ready To Move,ramamurthy nagar,4 BHK,2200.0,4,2,13000000.0,1,4
Plot  Area,Ready To Move,tc palaya,3 BHK,1200.0,2,0,6600000.0,1,3
Super built-up  Area,Ready To Move,mahalakshmi layout,2 BHK,1105.0,2,1,8000000.0,1,2
Plot  Area,Ready To Move,banjara layout,2 BHK,753.0,3,3,5950000.0,1,2
Super built-up  Area,Ready To Move,whitefield,3 BHK,1655.0,3,1,10800000.0,1,3
Built-up  Area,Ready To Move,kr garden,3 BHK,1700.0,3,1,25000000.0,1,3
Super built-up  Area,Ready To Move,vishwapriya layout,2 BHK,770.0,2,2,3000000.0,1,2
Super built-up  Area,18-May,balagere,2 BHK,1210.0,2,1,6900000.0,0,2
Super built-up  Area,Ready To Move,hormavu,2 BHK,965.0,2,2,3715000.0,1,2
Super built-up  Area,20-Dec,kanakpura road,2 BHK,700.0,1,1,4100000.0,0,2
Super built-up  Area,Ready To Move,whitefield,3 BHK,1740.0,3,2,9500000.0,1,3
Built-up  Area,18-Dec,electronic city phase ii,3 BHK,1310.0,2,1,3784000.0000000005,0,3
Super built-up  Area,17-Oct,sarjapur  road,3 BHK,1763.25,3,3,9800000.0,0,3
Super built-up  Area,Ready To Move,basaveshwara nagar,3 BHK,1900.0,3,3,15000000.0,1,3
Super built-up  Area,Ready To Move,jp nagar,3 BHK,1450.0,2,2,5500000.0,1,3
Super built-up  Area,Ready To Move,cv raman nagar,3 BHK,1836.0,3,2,14800000.0,1,3
Super built-up  Area,Ready To Move,hoodi layout,2 BHK,1160.0,2,2,7500000.0,1,2
Super built-up  Area,Ready To Move,hennur road,2 BHK,1153.0,2,1,4300000.0,1,2
Super built-up  Area,Ready To Move,marathahalli,2 BHK,1285.0,2,2,5500000.0,1,2
Super built-up  Area,Ready To Move,rest house road,3 BHK,2500.0,3,2,40000000.0,1,3
Super built-up  Area,Ready To Move,haralur road,2 BHK,1194.0,2,2,4700000.0,1,2
Super built-up  Area,Ready To Move,kadubeesanahalli,2 BHK,1257.0,2,1,10500000.0,1,2
Plot  Area,Ready To Move,whitefield,3 BHK,1200.0,3,1,5672000.0,1,3
Carpet  Area,19-Jun,hormavu,1 BHK,583.0,1,0,2827500.0,0,1
Super built-up  Area,Ready To Move,tumkur road,3 BHK,1240.0,2,1,7900000.0,1,3
Super built-up  Area,Ready To Move,basapura,3 BHK,1294.0,2,2,5200000.0,1,3
Super built-up  Area,Ready To Move,nagondanahalli,2 BHK,1095.0,2,1,4500000.0,1,2
Super built-up  Area,Ready To Move,hsr layout,2 BHK,1145.0,2,2,4600000.0,1,2
Super built-up  Area,Ready To Move,sarjapur  road,3 BHK,1826.0,3,2,13000000.0,1,3
Super built-up  Area,18-Jul,electronics city phase 1,2 BHK,1314.0,2,2,6000000.0,0,2
Super built-up  Area,Ready To Move,koramangala,3 BHK,1900.0,2,1,12000000.0,1,3
Super built-up  Area,18-May,keb colony,2 BHK,1040.0,2,2,3684000.0000000005,0,2
Super built-up  Area,Ready To Move,jakkur,2 BHK,1290.0,2,1,8500000.0,1,2
Plot  Area,Ready To Move,kodigehaali,4 BHK,1200.0,4,0,13000000.0,1,4
Super built-up  Area,Ready To Move,gollahalli,3 BHK,1325.0,2,1,4700000.0,1,3
Super built-up  Area,19-Oct,hebbal,3 BHK,2600.0,3,2,19500000.0,0,3
Super built-up  Area,Ready To Move,hormavu,2 BHK,1129.0,2,1,4400000.0,1,2
Super built-up  Area,20-Jan,balagere,1 BHK,790.5,1,0,4229500.0,0,1
Built-up  Area,Ready To Move,hebbal,2 BHK,1075.0,2,0,5200000.0,1,2
Super built-up  Area,Ready To Move,green view layout,2 BHK,1108.0,2,1,4800000.0,1,2
Built-up  Area,Ready To Move,ananth nagar,2 BHK,810.0,2,1,2550000.0,1,2
Super built-up  Area,Ready To Move,gopalkrishna nagar,2 BHK,1155.0,2,1,6500000.0,1,2
Super built-up  Area,Ready To Move,rajaji nagar,6 BHK,3900.0,6,3,26000000.0,1,6
Super built-up  Area,Ready To Move,rajaji nagar,3 BHK,2367.0,3,3,37500000.0,1,3
Super built-up  Area,Ready To Move,sarjapur  road,3 BHK,1550.0,2,2,9800000.0,1,3
Super built-up  Area,Ready To Move,babusapalaya,2 BHK,1100.0,2,2,3800000.0,1,2
Super built-up  Area,Ready To Move,kanakpura road,3 BHK,1452.0,3,3,5420000.0,1,3
Super built-up  Area,Ready To Move,kothanur,2 BHK,1141.0,2,2,5400000.0,1,2
Super built-up  Area,Ready To Move,hosur rmain road,3 BHK,1464.0,3,2,5600000.0,1,3
Super built-up  Area,Ready To Move,hanumanth nagar,3 BHK,1500.0,3,3,6748999.999999999,1,3
Super built-up  Area,Ready To Move,anekal,1 BHK,456.0,1,1,1500000.0,1,1
Plot  Area,Ready To Move,ramamurthy nagar,4 BHK,1200.0,4,1,12500000.0,1,4
Super built-up  Area,Ready To Move,thigalarapalya,4 BHK,3122.0,6,2,24500000.0,1,4
Built-up  Area,Ready To Move,horamavu agara,2 BHK,760.0,2,2,3749000.0,1,2
Plot  Area,Ready To Move,koramangala,6 BHK,2400.0,6,0,48000000.0,1,6
Built-up  Area,Ready To Move,electronic city,2 BHK,800.0,2,2,3200000.0,1,2
Super built-up  Area,Ready To Move,choodasandra,2 BHK,1180.0,2,1,7122000.0,1,2
Carpet  Area,Ready To Move,kaggadasapura,2 BHK,775.0,2,2,2950000.0,1,2
Super built-up  Area,Ready To Move,sarjapur  road,2 BHK,1145.0,2,2,4950000.0,1,2
Super built-up  Area,Ready To Move,konappana agrahara,2 BHK,1060.0,2,1,4250000.0,1,2
Super built-up  Area,19-Sep,yelahanka new town,3 BHK,1420.0,2,1,7500000.0,0,3
Super built-up  Area,Ready To Move,bhoganhalli,4 BHK,2439.0,4,3,19000000.0,1,4
Plot  Area,Ready To Move,1st phase jp nagar,4 BHK,1200.0,4,2,30000000.0,1,4
Super built-up  Area,19-Dec,hoodi,2 BHK,1111.0,2,1,4943000.0,0,2
Built-up  Area,Ready To Move,jeevan bima nagar,2 BHK,984.0,2,2,12500000.0,1,2
Super built-up  Area,Ready To Move,begur road,2 BHK,1200.0,2,2,4200000.0,1,2
Super built-up  Area,18-Oct,bannerghatta road,2 BHK,1247.0,2,1,4739000.0,0,2
Super built-up  Area,Ready To Move,7th phase jp nagar,2 BHK,1050.0,2,1,7747000.0,1,2
Super built-up  Area,Ready To Move,devanahalli,3 BHK,1550.0,3,1,8500000.0,1,3
Super built-up  Area,Ready To Move,7th phase jp nagar,2 BHK,1270.0,2,1,8000000.0,1,2
Super built-up  Area,18-Apr,balagere,2 BHK,1012.0,2,1,6500000.0,0,2
Super built-up  Area,Ready To Move,electronic city,2 BHK,970.0,2,2,3400000.0,1,2
Super built-up  Area,18-Feb,thanisandra,2 BHK,933.0,2,1,5500000.0,0,2
Plot  Area,18-Aug,sarjapur,3 BHK,1200.0,3,2,7613000.0,0,3
Super built-up  Area,Ready To Move,dodda nekkundi extension,2 BHK,1148.0,2,2,6900000.0,1,2
Super built-up  Area,Ready To Move,7th phase jp nagar,3 BHK,1463.0,2,1,6145000.0,1,3
Super built-up  Area,Ready To Move,jakkur plantation,3 BHK,1719.0,3,2,11000000.0,1,3
Super built-up  Area,19-Dec,whitefield,2 BHK,1350.0,2,1,8800000.0,0,2
Built-up  Area,Ready To Move,kaggadasapura,3 BHK,1250.0,2,2,4700000.0,1,3
Plot  Area,Ready To Move,mahalakshmi layout,9 BHK,4320.0,7,2,82100000.0,1,9
Built-up  Area,Ready To Move,lakshminarayana pura,2 BHK,1200.0,2,1,7500000.0,1,2
Built-up  Area,Ready To Move,whitefield,2 BHK,1030.0,2,2,4400000.0,1,2
Super built-up  Area,Ready To Move,rajasree layout,3 BHK,1420.0,3,3,7000000.0,1,3
Plot  Area,Ready To Move,ramagondanahalli,5 BHK,9600.0,6,1,180000000.0,1,5
Super built-up  Area,19-Jul,kanakpura road,3 BHK,1703.0,3,2,12600000.0,0,3
Super built-up  Area,Ready To Move,old madras road,2 BHK,1210.0,2,1,8000000.0,1,2
Super built-up  Area,Ready To Move,horamavu banaswadi,2 BHK,1210.0,2,1,5000000.0,1,2
Plot  Area,18-Aug,veer sandra,4 BHK,3000.0,4,3,26400000.0,0,4
Super built-up  Area,Ready To Move,chikkadunnasandra,3 BHK,1398.0,3,0,5100000.0,1,3
Super built-up  Area,Ready To Move,nagavarapalya,2 BHK,1335.0,2,3,11000000.0,1,2
Super built-up  Area,Ready To Move,hennur,2 BHK,1255.0,2,1,5232000.0,1,2
Super built-up  Area,18-Apr,babusapalaya,3 BHK,1213.0,2,1,3636999.9999999995,0,3
Super built-up  Area,Ready To Move,raja rajeshwari nagar,2 BHK,1240.0,2,2,4204000.0,1,2
Super built-up  Area,Ready To Move,yelahanka,2 BHK,1076.0,2,1,7800000.0,1,2
Built-up  Area,Ready To Move,3rd block hrbr layout,2 BHK,1320.0,2,3,9000000.0,1,2
Super built-up  Area,19-Mar,whitefield,2 BHK,1216.0,2,1,8000000.0,0,2
Super built-up  Area,Ready To Move,thanisandra,2 BHK,1100.0,2,2,4200000.0,1,2
Super built-up  Area,19-Mar,thanisandra,2 BHK,1183.0,2,1,7730000.0,0,2
Super built-up  Area,20-Jan,balagere,1 BHK,656.0,1,1,3877000.0000000005,0,1
Super built-up  Area,19-Dec,sarjapur  road,1 BHK,534.0,1,1,1964999.9999999998,0,1
Super built-up  Area,Ready To Move,shikaripalya,3 BHK,1285.0,2,2,4500000.0,1,3
Super built-up  Area,Ready To Move,hegde nagar,3 BHK,2087.01,4,2,13500000.0,1,3
Built-up  Area,18-Dec,"off sarjapur road,",2 BHK,1161.0,2,1,5900000.0,0,2
Built-up  Area,Ready To Move,begur,2 BHK,1306.0,2,3,6500000.0,1,2
Super built-up  Area,22-May,jakkur,4 BHK,2249.81,4,2,24500000.0,0,4
Built-up  Area,Ready To Move,tata nagar,3 BHK,1504.0,3,2,6700000.0,1,3
Super built-up  Area,18-May,balagere,1 BHK,645.0,1,1,3900000.0,0,1
Plot  Area,Ready To Move,esther enclave layout,2 BHK,1230.0,2,0,6800000.0,1,2
Built-up  Area,Ready To Move,hebbal,2 BHK,1100.0,2,2,4200000.0,1,2
Super built-up  Area,Ready To Move,yelahanka,1 BHK,1000.0,1,0,1400000.0,1,1
Super built-up  Area,18-Jun,sadaramangala,2 BHK,1260.0,2,1,6200000.0,0,2
Built-up  Area,Ready To Move,ambalipura,3 BHK,1817.0,3,3,10200000.0,1,3
Super built-up  Area,19-Jan,kodihalli,4 BHK,3626.0,5,3,78500000.0,0,4
Super built-up  Area,18-Apr,basavangudi,2 BHK,1180.0,2,3,12400000.0,0,2
Built-up  Area,Ready To Move,kr puram,2 BHK,1050.0,2,2,5500000.0,1,2
Plot  Area,Ready To Move,whitefield,4 BHK,2900.0,4,3,22500000.0,1,4
Built-up  Area,Ready To Move,kasavanhalli,3 BHK,2110.0,4,3,12000000.0,1,3
Built-up  Area,Ready To Move,mysore road,1 BHK,500.0,1,1,1750000.0,1,1
Super built-up  Area,Ready To Move,murugeshpalya,3 BHK,1930.0,3,3,7500000.0,1,3
Super built-up  Area,Ready To Move,mahadevpura,3 BHK,1505.0,3,2,6400000.0,1,3
Plot  Area,Ready To Move,jayamahal,4 BHK,2400.0,3,1,75000000.0,1,4
Super built-up  Area,Ready To Move,ananth nagar,2 BHK,890.0,2,1,2700000.0,1,2
Plot  Area,19-Jan,anekal,2 BHK,1200.0,1,1,3600000.0,0,2
Super built-up  Area,18-Dec,gunjur palya,2 BHK,849.0,2,2,2540000.0,0,2
Plot  Area,Ready To Move,chikka tirupathi,3 BHK,1555.0,3,1,10000000.0,1,3
Carpet  Area,Ready To Move,kr puram,2 BHK,1057.0,2,2,3000000.0,1,2
Super built-up  Area,Ready To Move,7th phase jp nagar,3 BHK,1680.0,3,2,12200000.0,1,3
Built-up  Area,Ready To Move,samethanahalli,2 BHK,799.0,2,1,3500000.0,1,2
Built-up  Area,Ready To Move,sarjapur  road,3 BHK,1450.0,2,1,7500000.0,1,3
Super built-up  Area,18-Dec,sarjapur  road,3 BHK,1819.0,3,2,10000000.0,0,3
Super built-up  Area,Ready To Move,kanakpura road,2 BHK,1135.0,2,1,5674000.0,1,2
Super built-up  Area,Ready To Move,hsr layout,3 BHK,2020.0,3,2,16000000.0,1,3
Super built-up  Area,18-Jan,hosa road,3 BHK,1730.0,3,2,7259999.999999999,0,3
Built-up  Area,Ready To Move,dasarahalli,3 BHK,1950.0,3,2,12500000.0,1,3
Super built-up  Area,Ready To Move,thirumalashettyhally,2 BHK,1077.0,2,1,3446000.0,1,2
Super built-up  Area,Ready To Move,brookefield,3 BHK,1706.0,3,2,11500000.0,1,3
Built-up  Area,Ready To Move,new gurappana palya,5 BHK,3000.0,4,0,30000000.0,1,5
Super built-up  Area,Ready To Move,channasandra,2 BHK,1093.0,2,1,3700000.0,1,2
Super built-up  Area,18-Feb,whitefield,2 BHK,1340.0,2,1,10100000.0,0,2
Super built-up  Area,18-Nov,sarjapur  road,2 BHK,984.0,2,1,5900000.0,0,2
Super built-up  Area,Ready To Move,aecs layout,2 BHK,1135.0,2,2,6800000.0,1,2
Plot  Area,18-Dec,bannerghatta road,4 BHK,2400.0,4,1,34400000.0,0,4
Super built-up  Area,Ready To Move,varthur,2 BHK,1155.0,2,2,3900000.0,1,2
Super built-up  Area,Ready To Move,kaggalipura,1 BHK,700.0,1,0,3500000.0,1,1
Super built-up  Area,Ready To Move,horamavu agara,2 BHK,1150.0,2,1,4200000.0,1,2
Super built-up  Area,Ready To Move,hormavu,3 BHK,1385.0,2,1,6925000.0,1,3
Super built-up  Area,Ready To Move,akshaya nagar,3 BHK,2061.0,4,2,17500000.0,1,3
Super built-up  Area,Ready To Move,kathriguppe,3 BHK,1335.0,2,3,7343000.000000001,1,3
Super built-up  Area,Ready To Move,bellandur,2 BHK,1015.0,2,1,6000000.0,1,2
Built-up  Area,Ready To Move,banashankari stage iii,6 BHK,3000.0,6,2,15000000.0,1,6
Super built-up  Area,Ready To Move,electronic city,2 BHK,1108.0,2,1,6300000.0,1,2
Super built-up  Area,Ready To Move,frazer town,2 BHK,1180.0,2,1,10500000.0,1,2
Super built-up  Area,18-Sep,hennur road,3 BHK,1445.0,2,1,8300000.0,0,3
Super built-up  Area,Ready To Move,vasanthapura,2 BHK,1500.0,2,2,6500000.0,1,2
Super built-up  Area,18-Jun,kr puram,2 BHK,1085.0,2,1,4650000.0,0,2
Super built-up  Area,Ready To Move,rachenahalli,2 BHK,1050.0,2,2,5208000.0,1,2
Plot  Area,Ready To Move,kadugodi,4 BHK,2760.0,4,2,29000000.0,1,4
Built-up  Area,Ready To Move,sarjapura - attibele road,3 BHK,1330.0,2,1,4900000.0,1,3
Plot  Area,18-May,ramagondanahalli,2 BHK,845.0,2,1,4582000.0,0,2
Super built-up  Area,18-Mar,kadugodi,3 BHK,1762.0,3,3,11200000.0,0,3
Super built-up  Area,Ready To Move,ambalipura,2 BHK,1303.0,2,2,8000000.0,1,2
Super built-up  Area,Ready To Move,banagiri nagar,3 BHK,1560.0,2,2,12500000.0,1,3
Super built-up  Area,19-Jan,chandapura,3 BHK,1110.0,2,2,2997000.0,0,3
Super built-up  Area,18-May,doddabanahalli,3 BHK,1290.0,3,2,4533000.0,0,3
Super built-up  Area,Ready To Move,bannerghatta road,2 BHK,1237.5,2,0,4949000.0,1,2
Super built-up  Area,18-Mar,9th phase jp nagar,3 BHK,1780.0,3,2,8800000.0,0,3
Super built-up  Area,Ready To Move,budigere,3 BHK,1636.0,3,2,8300000.0,1,3
Built-up  Area,Ready To Move,sector 2 hsr layout,2 BHK,1332.0,2,2,10100000.0,1,2
Super built-up  Area,Ready To Move,sadashiva nagar,5 BHK,7500.0,5,2,150000000.0,1,5
Built-up  Area,Ready To Move,kodbisanhalli,2 BHK,1012.0,2,2,5900000.0,1,2
Super built-up  Area,Ready To Move,kengeri,2 BHK,1192.0,2,2,5350000.0,1,2
Super built-up  Area,Ready To Move,abbigere,2 BHK,795.0,2,1,3254000.0,1,2
Super built-up  Area,Ready To Move,uttarahalli,2 BHK,1213.0,2,2,4800000.0,1,2
Super built-up  Area,Ready To Move,sarjapur  road,3 BHK,1489.0,3,2,8800000.0,1,3
Super built-up  Area,Ready To Move,sarjapur,2 BHK,1200.0,2,2,6200000.0,1,2
Super built-up  Area,18-Jul,electronic city phase ii,2 BHK,1140.0,2,2,2850000.0,0,2
Super built-up  Area,18-Apr,devanahalli,3 BHK,1200.0,2,1,5508000.0,0,3
Super built-up  Area,18-Aug,ananth nagar,2 BHK,1200.0,2,1,3600000.0,0,2
Plot  Area,Ready To Move,vidyaranyapura,5 BHK,2640.0,6,1,22500000.0,1,5
Super built-up  Area,Ready To Move,bannerghatta road,3 BHK,1650.0,3,1,9400000.0,1,3
Plot  Area,Ready To Move,bharathnagar,2 BHK,1245.0,2,1,12000000.0,1,2
Super built-up  Area,Ready To Move,ardendale,2 BHK,1224.0,2,2,6700000.0,1,2
Super built-up  Area,18-Aug,gunjur,2 BHK,1235.0,2,2,5276000.0,0,2
Super built-up  Area,Ready To Move,yelenahalli,2 BHK,1200.0,2,2,4560000.0,1,2
Built-up  Area,Ready To Move,yelahanka,3 BHK,1342.0,2,2,7500000.0,1,3
Built-up  Area,Ready To Move,tc palaya,2 BHK,1800.0,2,2,8000000.0,1,2
Plot  Area,Ready To Move,hal 2nd stage,4 BHK,2280.0,4,2,61500000.0,1,4
Plot  Area,Ready To Move,rajaji nagar,4 BHK,2440.0,2,0,41500000.0,1,4
Super built-up  Area,Ready To Move,abbigere,2 BHK,1130.0,2,1,4633000.0,1,2
Built-up  Area,Ready To Move,somasundara palya,2 BHK,1186.0,2,3,7200000.0,1,2
Super built-up  Area,Ready To Move,hennur,2 BHK,1295.0,2,1,6400000.0,1,2
Super built-up  Area,Ready To Move,kudlu gate,3 BHK,1535.0,3,2,8500000.0,1,3
Super built-up  Area,Ready To Move,bannerghatta road,2 BHK,905.0,2,1,6500000.0,1,2
Super built-up  Area,18-Jul,bhoganhalli,2 BHK,1447.0,2,1,7597000.0,0,2
Super built-up  Area,Ready To Move,hormavu,2 BHK,1165.0,2,1,4000000.0,1,2
Super built-up  Area,19-Jul,kanakpura road,2 BHK,1328.0,2,2,10700000.0,0,2
Super built-up  Area,Ready To Move,gandhi bazar,3 BHK,1485.0,2,3,11000000.0,1,3
Super built-up  Area,Ready To Move,uttarahalli,3 BHK,1475.0,2,3,5900000.0,1,3
Super built-up  Area,Ready To Move,vidyaranyapura,2 BHK,1175.0,2,2,3500000.0,1,2
Super built-up  Area,Ready To Move,thigalarapalya,2 BHK,1245.0,2,2,10000000.0,1,2
Super built-up  Area,20-Nov,rachenahalli,2 BHK,985.0,2,1,4997000.0,0,2
