area_type,location,total_sqft,bath,balcony,price,ready_to_move,bedrooms,price_per_sqft
Built-up  Area,thubarahalli,2625.0,3,3,17500000.0,1,3,6666.666666666667
Super built-up  Area,thubarahalli,975.0,2,1,5000000.0,1,2,5128.205128205128
Super built-up  Area,thubarahalli,1584.0,3,2,10100000.0,1,3,6376.262626262626
Super built-up  Area,tumkur road,1500.0,3,3,9500000.0,1,3,6333.333333333333
Super built-up  Area,tumkur road,1779.0,3,2,11200000.0,1,3,6295.6717256885895
Super built-up  Area,tumkur road,1586.0,3,1,10000000.0,0,3,6305.170239596469
Super built-up  Area,tumkur road,1098.0,2,1,7200000.0,1,2,6557.377049180328
Super built-up  Area,tumkur road,1354.0,3,1,9000000.0,1,3,6646.971935007386
Super built-up  Area,tumkur road,1240.0,2,1,8400000.0,1,3,6774.193548387097
Super built-up  Area,tumkur road,1239.0,2,1,8200000.0,0,2,6618.240516545601
Super built-up  Area,tumkur road,1246.0,2,1,8200000.0,0,2,6581.0593900481545
Super built-up  Area,tumkur road,1500.0,3,3,10000000.0,1,3,6666.666666666667
Super built-up  Area,tumkur road,1416.0,3,1,9400000.0,1,3,6638.418079096045
Super built-up  Area,tumkur road,1027.0,2,1,6000000.0,0,2,5842.259006815969
Super built-up  Area,tumkur road,1027.0,2,1,6862000.0,1,2,6681.596884128529
Super built-up  Area,tumkur road,1459.0,2,1,9500000.0,1,3,6511.3091158327625
Super built-up  Area,tumkur road,992.0,2,1,6000000.0,1,2,6048.387096774193
Super built-up  Area,tumkur road,1066.0,2,2,5250000.0,1,2,4924.953095684803
Super built-up  Area,tumkur road,1240.0,2,1,7900000.0,1,3,6370.967741935484
Super built-up  Area,tumkur road,1441.0,2,1,9500000.0,0,3,6592.64399722415
Super built-up  Area,tumkur road,1240.0,2,1,8300000.0,0,3,6693.548387096775
Super built-up  Area,tumkur road,1027.0,2,1,6700000.0,0,2,6523.855890944498
Super built-up  Area,tumkur road,1354.0,3,1,8586000.0,1,3,6341.211225997045
Super built-up  Area,ulsoor,2135.0,3,2,21500000.0,1,3,10070.257611241217
Built-up  Area,ulsoor,1020.0,3,2,11000000.0,1,3,10784.313725490196
Super built-up  Area,ulsoor,1200.0,2,0,6000000.0,0,2,5000.0
Built-up  Area,ulsoor,1180.0,2,2,10000000.0,1,2,8474.57627118644
Built-up  Area,ulsoor,1340.0,3,0,9000000.0,1,3,6716.417910447762
Super built-up  Area,ulsoor,1500.0,2,2,12500000.0,1,3,8333.333333333334
Super built-up  Area,ulsoor,2000.0,3,3,18500000.0,1,3,9250.0
Super built-up  Area,ulsoor,1255.0,2,3,12000000.0,1,2,9561.752988047809
Super built-up  Area,ulsoor,1685.0,4,2,18500000.0,1,3,10979.228486646884
Super built-up  Area,ulsoor,2135.0,3,2,17000000.0,1,3,7962.529274004683
Plot  Area,ulsoor,1160.0,2,1,13000000.0,1,2,11206.896551724138
Built-up  Area,uttarahalli,1440.0,2,3,6200000.0,1,3,4305.555555555556
Built-up  Area,uttarahalli,1143.0,2,2,4500000.0,1,2,3937.0078740157483
Built-up  Area,uttarahalli,1020.0,2,2,4500000.0,1,2,4411.764705882353
Super built-up  Area,uttarahalli,1286.0,2,2,6300000.0,1,2,4898.9113530326595
Super built-up  Area,uttarahalli,1101.0,2,0,4500000.0,1,2,4087.193460490463
Built-up  Area,uttarahalli,1345.0,2,1,6700000.0,0,2,4981.412639405205
Super built-up  Area,uttarahalli,1175.0,2,2,4700000.0,1,2,4000.0
Super built-up  Area,uttarahalli,1390.0,2,2,6255000.0,1,3,4500.0
Super built-up  Area,uttarahalli,1330.0,2,1,5600000.0,1,3,4210.526315789473
Super built-up  Area,uttarahalli,1008.0,2,3,4500000.0,1,2,4464.285714285715
Super built-up  Area,uttarahalli,1390.0,2,2,6047000.0,1,3,4350.359712230216
Super built-up  Area,uttarahalli,1617.0,3,3,6668000.000000001,1,3,4123.685837971553
Built-up  Area,uttarahalli,1150.0,2,1,4900000.0,1,2,4260.869565217391
Super built-up  Area,uttarahalli,1330.0,2,1,5600000.0,1,3,4210.526315789473
Super built-up  Area,uttarahalli,1200.0,2,2,4400000.0,1,2,3666.6666666666665
Built-up  Area,uttarahalli,882.0,2,1,3000000.0,1,2,3401.360544217687
Super built-up  Area,uttarahalli,993.0,2,1,3971000.0,1,2,3998.9929506545823
Super built-up  Area,uttarahalli,1045.0,2,1,4500000.0,1,2,4306.2200956937795
Built-up  Area,uttarahalli,850.0,2,2,3793000.0,1,2,4462.35294117647
Super built-up  Area,uttarahalli,3600.0,6,2,12000000.0,1,6,3333.3333333333335
Super built-up  Area,uttarahalli,1788.0,3,2,9834000.0,1,3,5500.0
Super built-up  Area,uttarahalli,1345.0,2,1,5700000.0,1,3,4237.918215613383
Super built-up  Area,uttarahalli,1089.0,2,1,4355000.0,1,2,3999.0817263544536
Super built-up  Area,uttarahalli,1279.0,2,2,4800000.0,1,2,3752.9319781078966
Super built-up  Area,uttarahalli,1425.0,2,2,6400000.0,1,3,4491.228070175439
Super built-up  Area,uttarahalli,1155.0,2,2,4042000.0,1,2,3499.5670995670994
Super built-up  Area,uttarahalli,1050.0,2,1,4200000.0,1,2,4000.0
Super built-up  Area,uttarahalli,1300.0,2,1,5500000.0,1,3,4230.7692307692305
Built-up  Area,uttarahalli,1250.0,2,1,5500000.0,1,3,4400.0
Carpet  Area,uttarahalli,1700.0,3,2,8800000.0,1,3,5176.470588235294
Built-up  Area,uttarahalli,1200.0,3,1,5000000.0,1,3,4166.666666666667
Built-up  Area,uttarahalli,1085.0,2,2,4300000.0,1,2,3963.1336405529955
Super built-up  Area,uttarahalli,1175.0,2,1,4700000.0,1,2,4000.0
Super built-up  Area,uttarahalli,1689.28,3,2,9120000.0,1,3,5398.74976321273
Super built-up  Area,uttarahalli,1175.0,2,1,4700000.0,1,2,4000.0
Super built-up  Area,uttarahalli,1137.0,2,1,6300000.0,0,2,5540.8970976253295
Super built-up  Area,uttarahalli,1215.0,2,2,5285000.0,1,3,4349.794238683127
Super built-up  Area,uttarahalli,1325.0,2,1,5300000.0,0,2,4000.0
Super built-up  Area,uttarahalli,1300.0,2,2,6000000.0,1,3,4615.384615384615
Built-up  Area,uttarahalli,850.0,2,2,3500000.0,1,2,4117.64705882353
Super built-up  Area,uttarahalli,1627.86,3,2,8800000.0,1,3,5405.87028368533
Super built-up  Area,uttarahalli,1360.0,2,3,6120000.0,1,3,4500.0
Super built-up  Area,uttarahalli,661.0,1,1,3600000.0,0,1,5446.293494704993
Super built-up  Area,uttarahalli,1134.0,2,1,4536000.0,1,2,4000.0
Super built-up  Area,uttarahalli,1320.0,2,3,5544000.0,0,3,4200.0
Super built-up  Area,uttarahalli,1390.0,2,2,6116000.0,1,3,4400.0
Built-up  Area,uttarahalli,1090.0,2,2,4500000.0,1,2,4128.440366972477
Super built-up  Area,uttarahalli,1050.0,2,1,4200000.0,1,2,4000.0
Super built-up  Area,uttarahalli,1123.0,2,1,4800000.0,1,2,4274.2653606411395
Super built-up  Area,uttarahalli,1329.0,2,1,5600000.0,1,3,4213.694507148231
Super built-up  Area,uttarahalli,938.0,2,0,3500000.0,1,2,3731.3432835820895
Super built-up  Area,uttarahalli,1100.0,1,2,4500000.0,1,2,4090.909090909091
Super built-up  Area,uttarahalli,1125.0,2,1,4700000.0,1,2,4177.777777777777
Super built-up  Area,uttarahalli,1685.0,3,2,8500000.0,1,3,5044.510385756676
Super built-up  Area,uttarahalli,1390.0,2,3,6255000.0,1,3,4500.0
Super built-up  Area,uttarahalli,1180.0,2,1,4130000.0,1,2,3500.0
Super built-up  Area,uttarahalli,1380.0,2,1,4200000.0,1,2,3043.478260869565
Super built-up  Area,uttarahalli,1737.0,2,3,9500000.0,1,3,5469.199769717904
Built-up  Area,uttarahalli,1160.0,2,2,4500000.0,1,2,3879.310344827586
Super built-up  Area,uttarahalli,1280.0,2,2,6000000.0,0,3,4687.5
Super built-up  Area,uttarahalli,1190.0,2,1,5355000.0,1,2,4500.0
Super built-up  Area,uttarahalli,1330.0,2,1,5700000.0,1,3,4285.714285714285
Super built-up  Area,uttarahalli,1560.0,3,3,7400000.0,1,3,4743.589743589743
Super built-up  Area,uttarahalli,1125.0,2,1,4800000.0,1,2,4266.666666666667
Super built-up  Area,uttarahalli,1320.0,2,2,5544000.0,0,3,4200.0
Super built-up  Area,uttarahalli,1160.0,2,2,4060000.0,1,2,3500.0
Super built-up  Area,uttarahalli,1065.0,2,1,4259000.0,1,2,3999.06103286385
Super built-up  Area,uttarahalli,1075.0,2,1,4676000.0,1,2,4349.767441860465
Super built-up  Area,uttarahalli,1155.0,2,1,4060000.0,1,2,3515.151515151515
Super built-up  Area,uttarahalli,1215.0,2,2,5285000.0,1,3,4349.794238683127
Super built-up  Area,uttarahalli,1180.0,2,1,4130000.0,1,2,3500.0
Super built-up  Area,uttarahalli,1002.0,2,1,4008000.0,0,2,4000.0
Built-up  Area,uttarahalli,1002.0,2,1,4008000.0,1,2,4000.0
Super built-up  Area,uttarahalli,1075.0,2,1,4000000.0,1,2,3720.9302325581393
Super built-up  Area,uttarahalli,1155.0,2,2,4043000.0,1,2,3500.4329004329006
Super built-up  Area,uttarahalli,1025.0,2,1,3588000.0000000005,1,2,3500.4878048780492
Super built-up  Area,uttarahalli,1125.0,2,1,4765000.0,1,2,4235.555555555556
Super built-up  Area,uttarahalli,1300.0,2,2,5500000.0,1,2,4230.7692307692305
Super built-up  Area,uttarahalli,1025.0,2,1,3588000.0000000005,1,2,3500.4878048780492
Built-up  Area,uttarahalli,980.0,2,1,4500000.0,1,2,4591.836734693878
Super built-up  Area,uttarahalli,1125.0,2,1,4700000.0,1,2,4177.777777777777
Super built-up  Area,uttarahalli,1175.0,2,2,4700000.0,1,2,4000.0
Super built-up  Area,uttarahalli,1525.0,2,2,6282000.0,0,3,4119.3442622950815
Super built-up  Area,uttarahalli,1265.0,2,2,6500000.0,1,3,5138.339920948617
Super built-up  Area,uttarahalli,1213.0,2,2,4800000.0,1,2,3957.131079967024
Super built-up  Area,uttarahalli,900.0,2,2,3500000.0,1,2,3888.8888888888887
Super built-up  Area,uttarahalli,1065.0,2,1,4260000.0,0,2,4000.0
Super built-up  Area,uttarahalli,1125.0,2,1,4700000.0,1,2,4177.777777777777
Super built-up  Area,uttarahalli,1270.0,2,2,5525000.0,1,3,4350.393700787402
Super built-up  Area,uttarahalli,1270.0,2,1,5525000.0,1,3,4350.393700787402
Super built-up  Area,uttarahalli,1107.0,2,1,4500000.0,1,2,4065.040650406504
Built-up  Area,uttarahalli,1200.0,2,1,5500000.0,1,2,4583.333333333333
Super built-up  Area,uttarahalli,1460.0,3,3,7600000.0,1,3,5205.479452054795
Super built-up  Area,uttarahalli,1500.0,3,1,6800000.0,1,3,4533.333333333333
Built-up  Area,uttarahalli,1120.0,2,1,5000000.0,1,2,4464.285714285715
Super built-up  Area,uttarahalli,1150.0,2,1,4600000.0,1,2,4000.0
Super built-up  Area,uttarahalli,1330.0,2,1,5800000.0,1,3,4360.902255639097
Super built-up  Area,uttarahalli,1050.0,2,1,4200000.0,1,2,4000.0
Super built-up  Area,uttarahalli,1125.0,2,1,4800000.0,1,2,4266.666666666667
Super built-up  Area,uttarahalli,1345.0,2,1,5700000.0,1,3,4237.918215613383
Super built-up  Area,uttarahalli,1345.0,2,1,5700000.0,1,3,4237.918215613383
Built-up  Area,uttarahalli,1000.0,2,0,5200000.0,1,2,5200.0
Super built-up  Area,uttarahalli,1037.0,2,1,3600000.0,0,2,3471.552555448409
Super built-up  Area,uttarahalli,1000.0,2,2,3950000.0,1,2,3950.0
Built-up  Area,uttarahalli,1125.0,1,2,4500000.0,1,2,4000.0
Super built-up  Area,uttarahalli,1160.0,2,2,4058000.0,1,2,3498.2758620689656
Built-up  Area,uttarahalli,1123.0,2,2,6000000.0,1,2,5342.831700801425
Built-up  Area,uttarahalli,1000.0,2,1,3500000.0,1,2,3500.0
Super built-up  Area,uttarahalli,1330.0,2,1,5700000.0,1,3,4285.714285714285
Super built-up  Area,uttarahalli,1125.0,2,1,4700000.0,1,2,4177.777777777777
Built-up  Area,uttarahalli,1165.0,1,0,4209000.0,1,2,3612.8755364806866
Super built-up  Area,uttarahalli,1260.0,2,2,5500000.0,1,2,4365.079365079365
Super built-up  Area,uttarahalli,1284.0,2,2,5336000.0,1,2,4155.763239875389
Super built-up  Area,uttarahalli,1150.0,2,1,4599000.0,1,2,3999.1304347826085
Super built-up  Area,uttarahalli,1290.0,2,3,5612000.0,1,3,4350.387596899225
Super built-up  Area,uttarahalli,1328.0,2,1,5600000.0,1,3,4216.8674698795185
Super built-up  Area,uttarahalli,1040.0,2,2,3640000.0,1,2,3500.0
Super built-up  Area,uttarahalli,1290.0,2,2,5612000.0,1,3,4350.387596899225
Super built-up  Area,uttarahalli,1075.0,2,1,4676000.0,1,2,4349.767441860465
Super built-up  Area,uttarahalli,1345.0,2,1,5700000.0,1,3,4237.918215613383
Built-up  Area,varthur,1160.0,2,2,4400000.0,1,2,3793.103448275862
Super built-up  Area,varthur,1385.0,2,3,8000000.0,0,2,5776.173285198556
Built-up  Area,varthur,1024.0,2,2,4200000.0,1,2,4101.5625
Super built-up  Area,varthur,1125.0,2,2,4000000.0,1,2,3555.5555555555557
Super built-up  Area,varthur,1112.0,2,2,4000000.0,1,2,3597.122302158273
Super built-up  Area,varthur,1055.0,2,2,4535000.0,0,2,4298.578199052133
Super built-up  Area,varthur,977.0,2,2,3600000.0,1,2,3684.74923234391
Plot  Area,varthur,1200.0,3,1,6775000.0,0,3,5645.833333333333
Super built-up  Area,varthur,1111.0,2,2,4188000.000000001,1,2,3769.5769576957705
Super built-up  Area,varthur,1140.0,2,3,5550000.0,1,2,4868.421052631579
Super built-up  Area,varthur,1012.0,2,1,5900000.0,0,2,5830.0395256917
Super built-up  Area,varthur,1140.0,2,2,3990000.0,1,2,3500.0
Super built-up  Area,varthur,1090.0,2,2,4800000.0,1,2,4403.6697247706425
Super built-up  Area,varthur,1450.0,3,2,7100000.0,1,3,4896.551724137931
Built-up  Area,varthur,1210.0,2,1,6000000.0,1,2,4958.677685950413
Super built-up  Area,varthur,1070.0,2,2,4600000.0,0,2,4299.065420560748
Super built-up  Area,varthur,1360.0,2,3,8500000.0,1,3,6250.0
Super built-up  Area,varthur,965.0,2,1,3400000.0,1,2,3523.316062176166
Super built-up  Area,varthur,1120.0,2,2,4424000.0,0,2,3950.0
Super built-up  Area,varthur,1395.0,2,3,7900000.0,1,3,5663.082437275985
Super built-up  Area,varthur,1085.0,2,1,4500000.0,0,2,4147.465437788019
Super built-up  Area,varthur,1250.0,2,2,4700000.0,1,2,3760.0
Plot  Area,varthur,1200.0,3,1,6838000.0,0,3,5698.333333333333
Built-up  Area,varthur,1155.0,2,1,6000000.0,0,2,5194.805194805195
Super built-up  Area,varthur,1035.0,2,1,6000000.0,1,2,5797.101449275362
Super built-up  Area,varthur,1155.0,2,2,3900000.0,1,2,3376.6233766233768
Super built-up  Area,varthur,1180.0,2,2,5500000.0,0,2,4661.016949152542
Super built-up  Area,varthur,1738.0,2,1,5735000.0,1,2,3299.7698504027617
Super built-up  Area,varthur,1045.0,2,1,4065000.0,0,2,3889.9521531100477
Super built-up  Area,varthur,1155.0,2,2,3900000.0,1,2,3376.6233766233768
Super built-up  Area,varthur,1210.0,2,1,6415000.000000001,0,2,5301.652892561984
Super built-up  Area,varthur,1105.0,2,3,3800000.0,1,2,3438.914027149321
Super built-up  Area,varthur,1560.0,3,2,9000000.0,1,3,5769.2307692307695
Super built-up  Area,varthur,1760.0,2,1,8500000.0,0,2,4829.545454545455
Super built-up  Area,varthur,1210.0,2,2,5400000.0,1,2,4462.809917355372
Super built-up  Area,varthur,1112.0,2,2,4000000.0,1,2,3597.122302158273
Super built-up  Area,varthur,1000.0,1,1,6500000.0,0,2,6500.0
Super built-up  Area,varthur road,900.0,2,1,2700000.0,0,2,3000.0
Built-up  Area,varthur road,1277.0,2,2,5900000.0,1,2,4620.203602192639
Super built-up  Area,varthur road,1247.0,2,2,5800000.0,1,3,4651.162790697675
Super built-up  Area,varthur road,1050.0,2,2,4270000.0,1,2,4066.6666666666665
Super built-up  Area,varthur road,1255.0,2,2,5276000.0,0,2,4203.98406374502
Super built-up  Area,varthur road,1033.0,2,2,3200000.0,0,2,3097.773475314618
Super built-up  Area,varthur road,1140.0,2,2,4911000.0,0,2,4307.894736842105
Super built-up  Area,varthur road,850.0,2,1,2540000.0,0,2,2988.235294117647
Built-up  Area,vasanthapura,1022.0,2,2,4000000.0,1,2,3913.894324853229
Super built-up  Area,vasanthapura,1135.0,2,1,3973000.0,1,2,3500.4405286343613
Super built-up  Area,vasanthapura,995.0,2,1,3482000.0,1,2,3499.497487437186
Super built-up  Area,vasanthapura,995.0,2,1,3482000.0,1,2,3499.497487437186
Super built-up  Area,vasanthapura,1037.0,2,1,3628000.0,1,2,3498.553519768563
Super built-up  Area,vasanthapura,978.0,2,1,3422000.0,1,2,3498.9775051124743
Super built-up  Area,vasanthapura,1037.0,2,1,3628000.0,1,2,3498.553519768563
Plot  Area,vidyaranyapura,1440.0,2,0,9500000.0,1,2,6597.222222222223
Super built-up  Area,vidyaranyapura,1062.0,2,3,3800000.0,1,2,3578.154425612053
Built-up  Area,vidyaranyapura,1200.0,2,2,5500000.0,1,2,4583.333333333333
Plot  Area,vidyaranyapura,1200.0,4,0,9000000.0,1,4,7500.0
Built-up  Area,vidyaranyapura,1060.0,2,2,5500000.0,1,2,5188.679245283019
Super built-up  Area,vidyaranyapura,1100.0,2,1,5400000.0,1,2,4909.090909090909
Built-up  Area,vidyaranyapura,1440.0,2,0,7000000.0,1,3,4861.111111111111
Super built-up  Area,vidyaranyapura,1100.0,2,1,5400000.0,1,2,4909.090909090909
Super built-up  Area,vidyaranyapura,1000.0,2,1,3500000.0,1,2,3500.0
Built-up  Area,vidyaranyapura,1120.0,2,1,7000000.0,1,2,6250.0
Super built-up  Area,vidyaranyapura,1100.0,2,1,5400000.0,1,2,4909.090909090909
Super built-up  Area,vidyaranyapura,1200.0,2,2,6500000.0,1,3,5416.666666666667
Built-up  Area,vidyaranyapura,1200.0,2,2,5200000.0,1,2,4333.333333333333
Built-up  Area,vidyaranyapura,1050.0,2,1,5000000.0,1,2,4761.9047619047615
Super built-up  Area,vidyaranyapura,1188.0,2,1,5000000.0,0,2,4208.754208754209
Super built-up  Area,vidyaranyapura,1100.0,2,1,7500000.0,1,3,6818.181818181818
Super built-up  Area,vidyaranyapura,1100.0,2,2,7200000.0,1,3,6545.454545454545
Built-up  Area,vidyaranyapura,2400.0,5,1,13500000.0,1,4,5625.0
Super built-up  Area,vidyaranyapura,1100.0,2,1,4100000.0,1,2,3727.2727272727275
Super built-up  Area,vidyaranyapura,1200.0,2,2,6050000.0,1,2,5041.666666666667
Super built-up  Area,vidyaranyapura,1200.0,2,1,4200000.0,1,2,3500.0
Super built-up  Area,vijayanagar,1704.0,3,2,11000000.0,0,3,6455.399061032864
Super built-up  Area,vijayanagar,1933.0,3,1,12900000.0,0,3,6673.564407656492
Super built-up  Area,vijayanagar,1450.0,3,0,10000000.0,1,3,6896.551724137931
Built-up  Area,vijayanagar,1580.0,2,0,13400000.0,1,3,8481.012658227848
Super built-up  Area,vijayanagar,1826.0,3,2,12100000.0,0,3,6626.506024096386
Super built-up  Area,vijayanagar,1739.0,3,1,11600000.0,0,3,6670.500287521564
Super built-up  Area,vijayanagar,1490.0,3,2,10000000.0,0,3,6711.4093959731545
Super built-up  Area,vijayanagar,1180.0,2,2,6500000.0,0,2,5508.474576271186
Super built-up  Area,vijayanagar,606.0,1,0,3478000.0,0,1,5739.273927392739
Super built-up  Area,vijayanagar,1352.0,2,2,6800000.0,1,2,5029.585798816568
Super built-up  Area,vijayanagar,1527.0,3,2,11500000.0,1,3,7531.106745252128
Built-up  Area,vijayanagar,989.0,2,0,6000000.0,1,2,6066.734074823054
Super built-up  Area,vijayanagar,1520.0,2,1,10300000.0,0,3,6776.315789473684
Super built-up  Area,vijayanagar,1749.0,3,1,11700000.0,0,3,6689.536878216123
Super built-up  Area,vijayanagar,1046.0,2,1,7500000.0,0,2,7170.172084130019
Super built-up  Area,vijayanagar,606.0,1,1,4000000.0,0,1,6600.660066006601
Super built-up  Area,vijayanagar,1200.0,2,2,6200000.0,1,2,5166.666666666667
Super built-up  Area,vijayanagar,2047.0,3,2,13600000.0,0,3,6643.869076697606
Super built-up  Area,vijayanagar,1200.0,2,1,7500000.0,1,3,6250.0
Super built-up  Area,vijayanagar,1178.0,2,3,8200000.0,1,2,6960.950764006791
Built-up  Area,vijayanagar,864.0,2,0,4500000.0,1,2,5208.333333333333
Plot  Area,vijayanagar,2100.0,6,1,25200000.0,1,4,12000.0
Super built-up  Area,vijayanagar,920.0,2,2,6000000.0,1,2,6521.739130434783
Super built-up  Area,vijayanagar,1019.0,2,1,5800000.0,1,2,5691.854759568204
Plot  Area,vijayanagar,2400.0,6,3,12500000.0,1,5,5208.333333333333
Super built-up  Area,vijayanagar,1180.0,2,1,8600000.0,0,2,7288.135593220339
Super built-up  Area,vijayanagar,1046.0,2,0,4906000.0,0,2,4690.248565965583
Built-up  Area,vijayanagar,2400.0,2,0,23000000.0,1,1,9583.333333333334
Super built-up  Area,vijayanagar,492.0,1,1,4000000.0,0,1,8130.081300813008
Super built-up  Area,vittasandra,1404.0,2,1,7100000.0,1,2,5056.980056980057
Super built-up  Area,vittasandra,1246.0,2,1,6700000.0,1,2,5377.2070626003215
Super built-up  Area,vittasandra,1404.0,2,1,6930000.0,1,2,4935.897435897436
Super built-up  Area,vittasandra,1246.0,2,1,6730000.0,1,2,5401.284109149277
Super built-up  Area,vittasandra,1246.0,2,1,6450000.0,1,2,5176.565008025682
Super built-up  Area,vittasandra,1246.0,2,1,6450000.0,1,2,5176.565008025682
Super built-up  Area,vittasandra,1246.0,2,1,6800000.0,1,2,5457.463884430176
Super built-up  Area,vittasandra,1238.0,2,1,6700000.0,1,2,5411.954765751211
Super built-up  Area,vittasandra,1404.0,2,1,7500000.0,1,2,5341.880341880342
Super built-up  Area,vittasandra,1246.0,2,1,6500000.0,1,2,5216.69341894061
Super built-up  Area,vittasandra,1238.0,2,1,6700000.0,1,2,5411.954765751211
Super built-up  Area,vittasandra,1246.0,2,1,6740000.000000001,1,2,5409.309791332264
Super built-up  Area,vittasandra,1259.0,2,1,6740000.000000001,1,2,5353.455123113583
Super built-up  Area,vittasandra,1404.0,2,1,6880000.0,1,2,4900.284900284901
Super built-up  Area,vittasandra,1246.0,2,1,6230000.0,1,2,5000.0
Super built-up  Area,vittasandra,1246.0,2,1,6300000.0,1,2,5056.179775280899
Super built-up  Area,vittasandra,1246.0,2,1,6740000.000000001,1,2,5409.309791332264
Super built-up  Area,vittasandra,1246.0,2,1,6540000.000000001,1,2,5248.796147672553
Super built-up  Area,vittasandra,1238.0,2,1,6731999.999999999,1,2,5437.802907915992
Super built-up  Area,vittasandra,1246.0,2,1,6740000.000000001,1,2,5409.309791332264
Super built-up  Area,vittasandra,1246.0,2,1,6730000.0,1,2,5401.284109149277
Super built-up  Area,vittasandra,1404.0,2,2,7000000.0,1,2,4985.754985754986
Super built-up  Area,vittasandra,1259.0,2,1,6748000.0,1,2,5359.809372517871
Super built-up  Area,vittasandra,1404.0,2,1,7500000.0,1,2,5341.880341880342
Super built-up  Area,vittasandra,1246.0,2,1,6700000.0,1,2,5377.2070626003215
Super built-up  Area,vittasandra,1404.0,2,1,7200000.0,1,2,5128.205128205128
Super built-up  Area,vittasandra,1246.0,2,1,6750000.0,1,2,5417.335473515249
Super built-up  Area,vittasandra,1246.0,2,1,6750000.0,1,2,5417.335473515249
Super built-up  Area,vittasandra,1404.0,2,1,7000000.0,1,2,4985.754985754986
Super built-up  Area,vittasandra,1246.0,2,1,6500000.0,1,2,5216.69341894061
Super built-up  Area,vittasandra,1246.0,2,1,6740000.000000001,1,2,5409.309791332264
Built-up  Area,whitefield,1610.0,3,2,8100000.0,0,3,5031.055900621118
Super built-up  Area,whitefield,1459.0,2,1,9482000.0,0,2,6498.971898560658
Super built-up  Area,whitefield,1280.0,2,2,7500000.0,1,2,5859.375
Super built-up  Area,whitefield,1910.0,3,2,16100000.0,1,3,8429.319371727748
Super built-up  Area,whitefield,3252.0,4,1,23000000.0,1,4,7072.570725707257
Plot  Area,whitefield,11890.0,4,3,70000000.0,1,4,5887.300252312868
Super built-up  Area,whitefield,1150.0,2,1,7000000.0,1,2,6086.95652173913
Built-up  Area,whitefield,1768.0,3,2,10100000.0,0,3,5712.669683257918
Built-up  Area,whitefield,4144.0,4,3,31500000.0,1,4,7601.351351351352
Super built-up  Area,whitefield,4104.0,4,2,36000000.0,1,4,8771.929824561403
Super built-up  Area,whitefield,1720.0,3,3,10000000.0,1,3,5813.953488372093
Super built-up  Area,whitefield,1640.0,4,2,9100000.0,0,3,5548.780487804878
Super built-up  Area,whitefield,2280.0,4,2,12600000.0,0,3,5526.315789473684
Built-up  Area,whitefield,1897.0,3,2,13000000.0,0,3,6852.925672113864
Super built-up  Area,whitefield,2225.0,2,1,12500000.0,1,3,5617.9775280898875
Super built-up  Area,whitefield,2268.0,3,2,16300000.0,1,4,7186.94885361552
Plot  Area,whitefield,2400.0,4,3,20000000.0,1,4,8333.333333333334
Super built-up  Area,whitefield,1360.0,2,1,9500000.0,1,2,6985.294117647059
Super built-up  Area,whitefield,1697.0,3,2,9479000.0,0,3,5585.739540365351
Plot  Area,whitefield,5000.0,4,3,40000000.0,1,4,8000.0
Plot  Area,whitefield,3000.0,5,3,25000000.0,1,4,8333.333333333334
Built-up  Area,whitefield,1700.0,3,2,11500000.0,1,3,6764.705882352941
Built-up  Area,whitefield,2842.0,3,2,16200000.0,0,3,5700.2111189303305
Plot  Area,whitefield,1500.0,3,1,13000000.0,0,3,8666.666666666666
Super built-up  Area,whitefield,1280.0,2,1,7500000.0,0,2,5859.375
Super built-up  Area,whitefield,1405.0,2,1,7800000.0,1,3,5551.601423487545
Super built-up  Area,whitefield,2225.0,3,3,11500000.0,1,3,5168.539325842697
Super built-up  Area,whitefield,1272.0,2,1,9505000.0,0,2,7472.4842767295595
Built-up  Area,whitefield,1192.0,2,1,7100000.0,0,2,5956.375838926175
Super built-up  Area,whitefield,1626.0,3,3,8900000.0,1,3,5473.554735547355
Super built-up  Area,whitefield,1585.0,3,2,8800000.0,1,3,5552.05047318612
Built-up  Area,whitefield,1280.0,2,0,8500000.0,1,2,6640.625
Plot  Area,whitefield,1200.0,3,2,6850000.0,0,3,5708.333333333333
Plot  Area,whitefield,4000.0,4,2,33000000.0,1,4,8250.0
Super built-up  Area,whitefield,1697.0,3,2,10800000.0,1,3,6364.172068355922
Super built-up  Area,whitefield,3606.0,4,2,31200000.0,1,4,8652.246256239601
Super built-up  Area,whitefield,1485.0,2,1,9000000.0,0,2,6060.606060606061
Super built-up  Area,whitefield,950.0,1,1,5000000.0,0,1,5263.1578947368425
Super built-up  Area,whitefield,825.0,1,1,4500000.0,1,1,5454.545454545455
Super built-up  Area,whitefield,1635.0,2,2,8500000.0,1,3,5198.7767584097855
Super built-up  Area,whitefield,1216.0,2,1,7900000.0,0,2,6496.710526315789
Super built-up  Area,whitefield,920.0,2,1,6300000.0,1,2,6847.826086956522
Super built-up  Area,whitefield,1170.0,2,1,7100000.0,1,2,6068.376068376068
Super built-up  Area,whitefield,1118.0,2,1,7500000.0,0,2,6708.4078711985685
Super built-up  Area,whitefield,1562.0,3,2,10300000.0,0,3,6594.110115236876
Super built-up  Area,whitefield,2321.0,4,1,12800000.0,0,3,5514.864282636794
Super built-up  Area,whitefield,1320.0,2,1,9500000.0,1,2,7196.969696969697
